,Date,Open,High,Low,Close,Adj Close,Volume
830,"Feb 23, 2021",85.57,86.88,85.4,86.43,86.43,14675
831,"Feb 22, 2021",84.57,85.65,84.32,85.13,85.13,12786
832,"Feb 19, 2021",85.47,85.9,83.97,84.5,84.5,14474
833,"Feb 18, 2021",84.88,85.47,83.63,84.93,84.93,13897
834,"Feb 17, 2021",85.88,86.45,84.63,84.9,84.9,17274
835,"Feb 16, 2021",85.9,86.82,85.07,86.18,86.18,16246
836,"Feb 12, 2021",74.2,74.25,73.97,74.0,74.0,26862
837,"Feb 11, 2021",74.0,74.18,73.8,74.03,74.03,2765
838,"Feb 10, 2021",73.2,73.95,72.97,73.55,73.55,3764
839,"Feb 9, 2021",72.13,72.68,71.65,72.6,72.6,3137
840,"Feb 8, 2021",71.47,72.32,71.15,72.18,72.18,4267
841,"Feb 5, 2021",71.43,71.53,70.8,70.97,70.97,5214
842,"Feb 4, 2021",73.03,73.25,70.85,71.03,71.03,7863
843,"Feb 3, 2021",72.0,72.63,71.32,72.38,72.38,7426
844,"Feb 2, 2021",69.8,71.8,69.43,71.55,71.55,7999
845,"Feb 1, 2021",70.2,70.57,69.32,69.55,69.55,5810
846,"Jan 29, 2021",70.0,70.5,69.55,69.8,69.8,6043
847,"Jan 28, 2021",71.0,71.03,69.82,69.95,69.95,6321
848,"Jan 27, 2021",70.45,71.4,70.32,70.57,70.57,8151
849,"Jan 26, 2021",70.75,70.78,69.78,70.45,70.45,9171
850,"Jan 25, 2021",70.3,70.78,69.8,70.63,70.63,7838
851,"Jan 22, 2021",68.2,70.13,68.13,69.93,69.93,12224
852,"Jan 21, 2021",68.43,69.15,67.88,68.1,68.1,10163
853,"Jan 20, 2021",66.5,68.5,66.15,68.43,68.43,13759
854,"Jan 19, 2021",67.78,68.0,66.43,66.47,66.47,12510
855,"Jan 15, 2021",66.15,68.2,66.15,67.93,67.93,21373
856,"Jan 14, 2021",66.5,67.03,66.13,66.3,66.3,26504
857,"Jan 13, 2021",67.97,68.0,66.7,66.85,66.85,34419
858,"Jan 12, 2021",68.9,69.53,68.2,68.5,68.5,25565
859,"Jan 11, 2021",68.5,69.1,67.85,68.47,68.47,23697
860,"Jan 8, 2021",69.28,69.6,68.32,68.7,68.7,23616
861,"Jan 7, 2021",69.45,69.88,69.03,69.13,69.13,16007
862,"Jan 6, 2021",71.07,71.75,69.53,69.78,69.78,20467
863,"Jan 5, 2021",71.4,71.4,70.1,70.93,70.93,18960
864,"Jan 4, 2021",71.43,72.0,70.68,71.22,71.22,24526
865,"Dec 31, 2020",68.03,70.5,67.95,70.28,70.28,24318
866,"Dec 30, 2020",67.1,69.15,67.07,67.6,67.6,18180
867,"Dec 29, 2020",66.78,67.75,66.05,67.2,67.2,12888
868,"Dec 28, 2020",67.2,67.22,65.78,66.5,66.5,10221
869,"Dec 24, 2020",67.6,67.9,66.68,66.95,66.95,8618
870,"Dec 23, 2020",66.13,68.13,65.78,67.85,67.85,16121
871,"Dec 22, 2020",66.38,66.6,65.72,66.03,66.03,10418
872,"Dec 21, 2020",65.2,66.4,65.1,65.93,65.93,9817
873,"Dec 18, 2020",65.03,66.0,64.75,65.8,65.8,8866
874,"Dec 17, 2020",65.97,66.45,65.3,65.5,65.5,10153
875,"Dec 16, 2020",65.6,66.1,64.65,65.97,65.97,13961
876,"Dec 15, 2020",65.3,66.9,65.22,66.45,66.45,14255
877,"Dec 14, 2020",64.7,64.93,64.7,64.9,64.9,23167
878,"Dec 11, 2020",64.8,64.95,64.53,64.68,64.68,3804
879,"Dec 10, 2020",65.0,65.07,64.68,64.8,64.8,2967
880,"Dec 9, 2020",64.85,65.22,64.63,65.13,65.13,3133
881,"Dec 8, 2020",64.85,64.88,64.28,64.55,64.55,3434
882,"Dec 7, 2020",65.35,65.6,64.35,64.5,64.5,4649
883,"Dec 4, 2020",65.45,65.95,64.6,65.88,65.88,6890
884,"Dec 3, 2020",66.43,66.45,65.85,66.03,66.03,4990
885,"Dec 2, 2020",66.47,66.6,66.05,66.35,66.35,5301
886,"Dec 1, 2020",67.93,67.95,66.7,66.97,66.97,6010
887,"Nov 30, 2020",66.25,67.85,66.0,67.57,67.57,8552
888,"Nov 27, 2020",66.18,66.2,65.55,65.88,65.88,3396
889,"Nov 25, 2020",65.4,66.32,64.93,66.18,66.18,6009
890,"Nov 24, 2020",65.8,65.95,64.13,65.3,65.3,7365
891,"Nov 23, 2020",64.75,66.43,64.47,64.95,64.95,11408
892,"Nov 20, 2020",63.7,64.75,63.5,64.13,64.13,10222
893,"Nov 19, 2020",65.38,65.5,63.5,63.7,63.7,9883
894,"Nov 18, 2020",64.6,66.0,64.5,65.8,65.8,6874
895,"Nov 17, 2020",65.15,66.18,64.9,65.53,65.53,13781
896,"Nov 16, 2020",64.97,65.8,64.6,65.15,65.15,12602
897,"Nov 13, 2020",66.03,66.03,64.18,64.9,64.9,18177
898,"Nov 12, 2020",65.63,66.57,65.22,65.8,65.8,26881
899,"Nov 11, 2020",65.15,65.78,63.6,64.8,64.8,27210
900,"Nov 10, 2020",66.3,66.3,64.9,65.13,65.13,24088
901,"Nov 9, 2020",65.8,66.57,65.25,65.6,65.6,25735
902,"Nov 6, 2020",67.0,67.57,64.63,64.9,64.9,32112
903,"Nov 5, 2020",66.88,67.6,66.43,67.43,67.43,18714
904,"Nov 4, 2020",65.57,66.45,64.7,66.35,66.35,13319
905,"Nov 3, 2020",66.5,66.8,65.15,65.4,65.4,15736
906,"Nov 2, 2020",65.72,66.05,64.1,65.95,65.95,16753
907,"Oct 30, 2020",66.45,66.97,65.2,65.57,65.57,18180
908,"Oct 29, 2020",65.8,66.15,64.2,65.63,65.63,18260
909,"Oct 28, 2020",67.0,67.32,65.82,66.38,66.38,15592
910,"Oct 27, 2020",68.18,69.65,67.43,67.65,67.65,16971
911,"Oct 26, 2020",66.68,67.95,65.3,67.75,67.75,18178
912,"Oct 23, 2020",66.35,67.22,65.7,67.03,67.03,14254
913,"Oct 22, 2020",69.57,69.8,66.2,66.2,66.2,21216
914,"Oct 21, 2020",69.9,70.82,68.85,69.2,69.2,19549
915,"Oct 20, 2020",70.97,71.05,68.5,69.25,69.25,24153
916,"Oct 19, 2020",69.72,72.8,69.32,71.43,71.43,30549
917,"Oct 16, 2020",70.3,70.7,68.82,69.8,69.8,17729
918,"Oct 15, 2020",68.2,69.93,68.03,69.88,69.88,21378
919,"Oct 14, 2020",78.05,78.43,78.0,78.43,78.43,19759
920,"Oct 13, 2020",77.97,78.05,77.65,77.8,77.8,2549
921,"Oct 12, 2020",78.22,78.28,78.05,78.18,78.18,3073
922,"Oct 9, 2020",77.75,78.2,77.55,78.13,78.13,2552
923,"Oct 8, 2020",77.22,77.57,77.0,77.35,77.35,3979
924,"Oct 7, 2020",76.45,77.03,76.2,76.88,76.88,5501
925,"Oct 6, 2020",75.5,76.38,75.47,76.32,76.32,5446
926,"Oct 5, 2020",74.32,74.9,74.0,74.75,74.75,4453
927,"Oct 2, 2020",74.7,75.43,74.25,74.5,74.5,5096
928,"Oct 1, 2020",73.2,74.4,73.03,74.15,74.15,6977
929,"Sep 30, 2020",72.57,73.05,72.2,72.8,72.8,5591
930,"Sep 29, 2020",73.28,73.45,72.13,72.38,72.38,7480
931,"Sep 28, 2020",72.28,72.78,72.15,72.7,72.7,6210
932,"Sep 25, 2020",69.47,72.0,68.9,71.75,71.75,9094
933,"Sep 24, 2020",69.18,69.85,69.03,69.47,69.47,6326
934,"Sep 23, 2020",68.3,69.55,68.25,69.5,69.5,8308
935,"Sep 22, 2020",67.6,68.6,67.07,68.32,68.32,10664
936,"Sep 21, 2020",66.1,66.47,65.28,65.6,65.6,8468
937,"Sep 18, 2020",67.28,67.78,65.9,66.5,66.5,10930
938,"Sep 17, 2020",66.07,67.2,65.6,66.53,66.53,14931
939,"Sep 16, 2020",66.38,66.88,64.15,65.22,65.22,18712
940,"Sep 15, 2020",65.25,67.0,65.15,65.7,65.7,21864
941,"Sep 14, 2020",68.32,68.53,64.4,64.63,64.63,30792
942,"Sep 11, 2020",67.47,68.72,66.13,66.57,66.57,50629
943,"Sep 10, 2020",63.1,64.38,62.88,64.38,64.38,18367
944,"Sep 9, 2020",60.05,61.72,59.78,61.38,61.38,30704
945,"Sep 8, 2020",59.38,60.28,58.78,59.9,59.9,29292
946,"Sep 4, 2020",59.9,60.95,58.88,59.83,59.83,23877
947,"Sep 3, 2020",57.3,59.4,57.17,59.25,59.25,33935
948,"Sep 2, 2020",55.25,56.92,54.9,56.4,56.4,23444
949,"Sep 1, 2020",54.0,55.2,53.8,55.03,55.03,18420
950,"Aug 31, 2020",53.38,54.38,53.17,53.6,53.6,13110
951,"Aug 28, 2020",55.03,55.08,53.22,53.65,53.65,19714
952,"Aug 27, 2020",55.4,56.13,55.28,55.72,55.72,11778
953,"Aug 26, 2020",55.95,56.7,54.65,55.55,55.55,15648
954,"Aug 25, 2020",55.47,56.17,55.17,55.95,55.95,12946
955,"Aug 24, 2020",54.5,55.95,54.25,54.6,54.6,14302
956,"Aug 21, 2020",55.53,55.97,54.08,54.25,54.25,13371
957,"Aug 20, 2020",53.7,56.13,53.55,55.17,55.17,27789
958,"Aug 19, 2020",51.65,52.83,51.47,52.55,52.55,11338
959,"Aug 18, 2020",53.45,53.55,51.28,51.42,51.42,15602
960,"Aug 17, 2020",52.83,53.9,52.8,53.53,53.53,10558
961,"Aug 14, 2020",53.8,53.97,53.7,53.83,53.83,10841
962,"Aug 13, 2020",53.05,53.83,53.03,53.7,53.7,1872
963,"Aug 12, 2020",52.83,53.08,52.6,52.9,52.9,3703
964,"Aug 11, 2020",53.38,53.67,52.95,53.08,53.08,3573
965,"Aug 10, 2020",51.85,53.42,51.65,53.13,53.13,6282
966,"Aug 7, 2020",50.5,51.2,50.5,51.0,51.0,5070
967,"Aug 6, 2020",49.45,50.0,49.45,49.75,49.75,3908
968,"Aug 5, 2020",49.33,49.7,49.2,49.45,49.45,8512
969,"Aug 4, 2020",49.9,50.47,49.55,49.7,49.7,6860
970,"Aug 3, 2020",51.28,51.5,49.65,49.88,49.88,8912
971,"Jul 31, 2020",51.25,52.1,51.1,52.0,52.0,5689
972,"Jul 30, 2020",53.05,53.13,51.03,51.42,51.42,7969
973,"Jul 29, 2020",53.8,53.8,52.5,53.08,53.08,8872
974,"Jul 28, 2020",54.75,55.28,54.03,54.2,54.2,7627
975,"Jul 27, 2020",54.25,54.92,53.67,54.55,54.55,9237
976,"Jul 24, 2020",54.03,54.2,52.78,54.0,54.0,8669
977,"Jul 23, 2020",53.1,54.95,52.92,54.47,54.47,11711
978,"Jul 22, 2020",52.75,53.05,52.0,52.65,52.65,10465
979,"Jul 21, 2020",50.53,51.65,50.5,51.47,51.47,10549
980,"Jul 20, 2020",52.83,53.28,50.2,50.4,50.4,16447
981,"Jul 17, 2020",53.2,53.63,52.33,52.8,52.8,14419
982,"Jul 16, 2020",50.55,53.8,50.5,53.65,53.65,29737
983,"Jul 15, 2020",46.92,47.53,46.85,47.33,47.33,14161
984,"Jul 14, 2020",46.58,46.95,46.55,46.8,46.8,1725
985,"Jul 13, 2020",46.08,46.97,45.95,46.67,46.67,3765
986,"Jul 10, 2020",46.0,46.5,45.83,45.97,45.97,3438
987,"Jul 9, 2020",44.6,46.2,44.6,45.85,45.85,5316
988,"Jul 8, 2020",44.35,44.55,43.58,44.05,44.05,9276
989,"Jul 7, 2020",44.67,44.95,44.53,44.53,44.53,4231
990,"Jul 6, 2020",45.0,45.45,44.65,44.95,44.95,4361
991,"Jul 2, 2020",45.08,45.35,44.63,44.72,44.72,2122
992,"Jul 1, 2020",44.75,45.35,44.5,44.8,44.8,3369
993,"Jun 30, 2020",45.28,45.63,45.08,45.17,45.17,3285
994,"Jun 29, 2020",45.28,45.6,45.08,45.38,45.38,2453
995,"Jun 26, 2020",45.28,45.75,44.97,45.28,45.28,6624
996,"Jun 25, 2020",46.03,47.15,46.03,46.92,46.92,4397
997,"Jun 24, 2020",46.33,46.72,45.85,45.92,45.92,4904
998,"Jun 23, 2020",46.83,47.47,46.28,46.9,46.9,6955
999,"Jun 22, 2020",47.88,48.08,45.75,46.83,46.83,6520
1000,"Jun 19, 2020",49.95,50.35,48.33,48.45,48.45,7137
1001,"Jun 18, 2020",49.38,50.28,48.97,49.9,49.9,8221
1002,"Jun 17, 2020",48.5,49.85,48.17,49.65,49.65,11483
1003,"Jun 16, 2020",51.78,51.8,48.92,49.65,49.65,19306
1004,"Jun 15, 2020",51.25,53.08,51.25,52.28,52.28,13344
1005,"Jun 12, 2020",47.92,48.22,47.83,48.05,48.05,13342
1006,"Jun 11, 2020",48.03,48.08,47.85,47.97,47.97,1653
1007,"Jun 10, 2020",47.88,48.15,47.72,47.85,47.85,1591
1008,"Jun 9, 2020",48.08,48.58,47.78,48.08,48.08,2165
1009,"Jun 8, 2020",47.0,48.7,46.85,48.58,48.58,2770
1010,"Jun 5, 2020",48.45,48.78,47.28,47.45,47.45,3043
1011,"Jun 4, 2020",48.53,48.9,46.45,48.42,48.42,7646
1012,"Jun 3, 2020",51.33,51.45,48.65,48.65,48.65,6941
1013,"Jun 2, 2020",54.03,54.4,52.08,52.4,52.4,6913
1014,"Jun 1, 2020",55.28,55.85,54.45,54.6,54.6,5338
1015,"May 29, 2020",56.45,56.92,55.92,56.85,56.85,5703
1016,"May 28, 2020",58.67,58.8,56.65,56.92,56.92,7597
1017,"May 27, 2020",60.1,62.0,60.05,60.17,60.17,6534
1018,"May 26, 2020",59.3,61.3,58.8,60.5,60.5,6858
1019,"May 22, 2020",59.03,59.72,58.55,58.78,58.78,5040
1020,"May 21, 2020",57.03,59.42,56.95,59.35,59.35,8182
1021,"May 20, 2020",56.05,57.05,55.75,56.88,56.88,5811
1022,"May 19, 2020",57.6,58.65,56.55,56.65,56.65,6192
1023,"May 18, 2020",58.5,58.8,57.1,57.65,57.65,9453
1024,"May 15, 2020",58.22,59.4,57.75,57.88,57.88,11613
1025,"May 14, 2020",68.25,68.75,67.9,68.68,68.68,19221
1026,"May 13, 2020",67.5,68.28,67.25,68.0,68.0,713
1027,"May 12, 2020",67.57,68.07,67.32,68.03,68.03,462
1028,"May 11, 2020",67.1,67.75,66.22,66.32,66.32,1160
1029,"May 8, 2020",68.25,68.7,67.2,67.3,67.3,492
1030,"May 7, 2020",67.93,68.95,65.55,68.8,68.8,798
1031,"May 6, 2020",66.97,68.2,66.5,68.1,68.1,765
1032,"May 5, 2020",66.5,67.4,65.0,66.15,66.15,1296
1033,"May 4, 2020",65.88,68.25,65.43,67.72,67.72,1273
1034,"May 1, 2020",60.92,62.88,60.92,62.88,62.88,661
1035,"Apr 30, 2020",57.42,59.47,57.4,59.13,59.13,1010
1036,"Apr 29, 2020",57.08,57.78,55.85,56.28,56.28,1074
1037,"Apr 28, 2020",57.08,59.0,54.0,55.05,55.05,1659
1038,"Apr 27, 2020",54.3,56.28,53.8,56.28,56.28,1361
1039,"Apr 24, 2020",52.13,53.72,51.7,52.53,52.53,1289
1040,"Apr 23, 2020",47.97,50.97,47.97,50.97,50.97,2064
1041,"Apr 22, 2020",44.97,47.63,44.97,47.22,47.22,1760
1042,"Apr 21, 2020",40.6,44.35,40.58,44.28,44.28,1084
1043,"Apr 20, 2020",38.5,41.38,38.42,40.6,40.6,1347
1044,"Apr 17, 2020",38.2,39.5,37.22,37.92,37.92,472
1045,"Apr 16, 2020",39.3,39.78,37.0,37.33,37.33,317
1046,"Apr 15, 2020",45.75,46.05,45.5,45.6,45.6,420
1047,"Apr 14, 2020",44.78,45.8,44.5,45.65,45.65,2766
1048,"Apr 13, 2020",41.9,45.0,41.9,44.9,44.9,4049
1049,"Apr 9, 2020",42.0,43.0,42.0,42.8,42.8,2772
1050,"Apr 8, 2020",44.1,44.3,40.85,43.13,43.13,6543
1051,"Apr 7, 2020",43.33,44.13,42.85,44.13,44.13,6099
1052,"Apr 6, 2020",40.22,42.75,37.5,41.13,41.13,9551
1053,"Apr 3, 2020",41.83,42.5,40.2,40.22,40.22,9031
1054,"Apr 2, 2020",48.0,48.2,44.7,44.7,44.7,8508
1055,"Apr 1, 2020",51.4,51.6,49.2,49.2,49.2,5817
1056,"Mar 31, 2020",53.95,54.8,52.1,52.2,52.2,7488
1057,"Mar 30, 2020",58.1,58.25,53.95,53.95,53.95,10163
1058,"Mar 27, 2020",62.22,62.22,58.4,58.45,58.45,7700
1059,"Mar 26, 2020",65.2,65.25,62.85,62.9,62.9,7745
1060,"Mar 25, 2020",66.97,67.45,65.15,65.85,65.85,7152
1061,"Mar 24, 2020",66.3,67.7,65.8,66.43,66.43,9794
1062,"Mar 23, 2020",64.0,64.57,63.17,64.57,64.57,4056
1063,"Mar 20, 2020",62.75,63.85,61.45,61.58,61.58,10711
1064,"Mar 19, 2020",60.78,61.15,59.38,61.15,61.15,8511
1065,"Mar 18, 2020",59.63,62.8,56.28,58.15,58.15,31379
1066,"Mar 17, 2020",55.5,58.47,55.5,58.47,58.47,11711
1067,"Mar 16, 2020",52.3,56.58,52.13,53.97,53.97,29746
1068,"Mar 13, 2020",62.83,62.85,56.38,56.38,56.38,22410
1069,"Mar 12, 2020",62.47,62.5,60.88,60.88,60.88,21340
1070,"Mar 11, 2020",65.55,66.0,63.8,63.88,63.88,25775
1071,"Mar 10, 2020",64.63,66.0,64.5,65.0,65.0,33014
1072,"Mar 9, 2020",62.92,65.22,62.92,63.0,63.0,35587
1073,"Mar 6, 2020",65.0,66.38,65.0,65.93,65.93,28157
1074,"Mar 5, 2020",64.13,65.47,63.65,65.38,65.38,19017
1075,"Mar 4, 2020",64.0,64.78,63.3,64.3,64.3,20321
1076,"Mar 3, 2020",63.7,64.82,63.22,63.55,63.55,24149
1077,"Mar 2, 2020",62.55,63.17,62.13,62.8,62.8,19144
1078,"Feb 28, 2020",62.13,63.0,61.53,62.28,62.28,25831
1079,"Feb 27, 2020",64.53,64.93,62.15,62.55,62.55,26608
1080,"Feb 26, 2020",64.68,65.95,64.22,65.15,65.15,18474
1081,"Feb 25, 2020",65.2,65.88,64.5,64.68,64.68,17019
1082,"Feb 24, 2020",65.0,65.35,64.07,64.63,64.63,20127
1083,"Feb 21, 2020",66.5,67.15,66.05,67.03,67.03,12021
1084,"Feb 20, 2020",66.9,67.25,66.1,66.88,66.88,16763
1085,"Feb 19, 2020",66.1,68.25,65.78,67.57,67.57,25098
1086,"Feb 18, 2020",64.47,65.85,63.1,65.5,65.5,22223
1087,"Feb 14, 2020",55.88,56.0,55.65,55.9,55.9,12919
1088,"Feb 13, 2020",55.72,56.13,55.65,56.0,56.0,1799
1089,"Feb 12, 2020",56.0,56.3,55.5,55.67,55.67,2514
1090,"Feb 11, 2020",56.17,56.33,55.6,56.13,56.13,2937
1091,"Feb 10, 2020",57.0,57.0,55.78,56.2,56.2,3156
1092,"Feb 7, 2020",57.7,57.8,57.03,57.1,57.1,5240
1093,"Feb 6, 2020",56.85,58.28,56.78,57.7,57.7,6806
1094,"Feb 5, 2020",57.6,57.97,56.97,57.1,57.1,6015
1095,"Feb 4, 2020",56.83,57.85,56.55,56.75,56.75,5773
1096,"Feb 3, 2020",57.88,58.0,54.67,56.3,56.3,10202
1097,"Jan 31, 2020",60.5,60.5,56.85,57.13,57.13,14643
1098,"Jan 30, 2020",63.25,63.25,61.3,61.3,61.3,12111
1099,"Jan 29, 2020",66.5,66.6,64.13,64.3,64.3,12124
1100,"Jan 28, 2020",66.5,67.05,66.15,66.22,66.22,9084
1101,"Jan 27, 2020",66.28,66.32,65.22,65.95,65.95,17009
1102,"Jan 24, 2020",68.4,68.4,66.75,67.22,67.22,13158
1103,"Jan 23, 2020",67.45,69.0,67.28,68.5,68.5,11478
1104,"Jan 22, 2020",67.63,67.95,66.9,67.55,67.55,7568
1105,"Jan 21, 2020",67.57,68.0,66.43,67.35,67.35,14520
1106,"Jan 17, 2020",67.15,67.8,66.5,67.68,67.68,18699
1107,"Jan 16, 2020",67.68,68.18,66.32,66.88,66.88,15657
1108,"Jan 15, 2020",67.6,68.05,66.78,67.88,67.88,17424
1109,"Jan 14, 2020",65.68,68.22,65.68,67.68,67.68,35079
1110,"Jan 13, 2020",66.97,67.05,65.57,65.9,65.9,28889
1111,"Jan 10, 2020",67.32,68.22,66.88,67.25,67.25,31728
1112,"Jan 9, 2020",68.9,69.0,66.47,67.03,67.03,36762
1113,"Jan 8, 2020",68.78,70.2,68.6,69.03,69.03,30275
1114,"Jan 7, 2020",68.63,69.35,68.03,69.22,69.22,23542
1115,"Jan 6, 2020",68.95,69.22,67.55,68.63,68.63,20018
1116,"Jan 3, 2020",70.6,70.9,68.55,68.55,68.55,25404
1117,"Jan 2, 2020",71.6,72.6,70.78,71.55,71.55,23797
1118,"Dec 31, 2019",71.7,71.88,70.82,71.43,71.43,12234
1119,"Dec 30, 2019",71.25,71.9,70.6,71.8,71.8,18763
1120,"Dec 27, 2019",70.75,71.03,69.82,70.57,70.57,12704
1121,"Dec 26, 2019",71.05,71.5,70.05,70.9,70.9,9912
1122,"Dec 24, 2019",70.13,70.93,69.63,70.7,70.7,8952
1123,"Dec 23, 2019",70.68,71.3,69.47,70.25,70.25,17338
1124,"Dec 20, 2019",70.85,71.22,70.3,70.68,70.68,15247
1125,"Dec 19, 2019",69.9,71.0,69.53,70.97,70.97,18530
1126,"Dec 18, 2019",69.68,70.4,69.32,69.9,69.9,16048
1127,"Dec 17, 2019",70.2,71.0,69.4,69.85,69.85,22571
1128,"Dec 16, 2019",69.53,70.9,69.07,70.5,70.5,22360
1129,"Dec 13, 2019",60.75,60.83,60.28,60.47,60.47,34024
1130,"Dec 12, 2019",60.7,61.05,60.5,61.0,61.0,4024
1131,"Dec 11, 2019",60.6,60.9,60.42,60.7,60.7,4278
1132,"Dec 10, 2019",60.17,60.75,59.92,60.47,60.47,5201
1133,"Dec 9, 2019",60.8,60.9,59.9,60.0,60.0,6234
1134,"Dec 6, 2019",62.2,62.53,61.05,61.13,61.13,6408
1135,"Dec 5, 2019",61.88,61.95,61.17,61.58,61.58,7049
1136,"Dec 4, 2019",62.25,62.75,61.75,61.88,61.88,7465
1137,"Dec 3, 2019",60.58,62.58,60.3,62.5,62.5,8847
1138,"Dec 2, 2019",61.72,62.35,60.17,60.35,60.35,7356
1139,"Nov 29, 2019",60.75,62.4,60.15,62.03,62.03,9710
1140,"Nov 27, 2019",60.75,61.53,60.5,60.67,60.67,6964
1141,"Nov 26, 2019",61.2,61.22,60.6,60.83,60.83,6316
1142,"Nov 25, 2019",61.3,61.65,60.72,61.03,61.03,6713
1143,"Nov 22, 2019",60.8,61.58,60.5,61.22,61.22,7832
1144,"Nov 21, 2019",61.15,61.7,60.17,60.65,60.65,9854
1145,"Nov 20, 2019",62.0,62.15,60.05,60.45,60.45,13582
1146,"Nov 19, 2019",62.85,62.92,61.92,62.15,62.15,14077
1147,"Nov 18, 2019",63.0,63.63,62.42,62.75,62.75,14676
1148,"Nov 15, 2019",63.03,63.3,62.47,63.2,63.2,16698
1149,"Nov 14, 2019",63.13,64.07,62.67,62.75,62.75,18255
1150,"Nov 13, 2019",65.0,65.97,62.95,63.13,63.13,32426
1151,"Nov 12, 2019",63.75,65.68,63.75,64.72,64.72,29800
1152,"Nov 11, 2019",64.0,64.7,62.92,63.3,63.3,32648
1153,"Nov 8, 2019",64.2,64.9,63.75,64.13,64.13,30706
1154,"Nov 7, 2019",65.6,65.9,64.07,64.3,64.3,37627
1155,"Nov 6, 2019",67.38,67.65,64.45,64.78,64.78,30408
1156,"Nov 5, 2019",64.65,67.53,64.6,67.28,67.28,28705
1157,"Nov 4, 2019",63.78,65.3,63.38,64.53,64.53,20063
1158,"Nov 1, 2019",65.68,65.7,63.67,64.45,64.45,24652
1159,"Oct 31, 2019",64.78,66.13,63.88,66.0,66.0,22071
1160,"Oct 30, 2019",63.7,66.47,63.5,65.78,65.78,23440
1161,"Oct 29, 2019",65.25,65.25,63.45,64.32,64.32,19235
1162,"Oct 28, 2019",64.68,66.0,64.13,65.65,65.65,16092
1163,"Oct 25, 2019",64.47,66.18,63.72,64.93,64.93,23701
1164,"Oct 24, 2019",65.25,66.2,63.85,64.55,64.55,21474
1165,"Oct 23, 2019",64.75,66.97,64.15,65.82,65.82,26243
1166,"Oct 22, 2019",68.4,69.25,65.2,65.5,65.5,26472
1167,"Oct 21, 2019",67.5,69.1,67.2,67.82,67.82,14518
1168,"Oct 18, 2019",70.0,70.0,66.13,67.95,67.95,28889
1169,"Oct 17, 2019",70.07,70.4,67.72,68.15,68.15,23416
1170,"Oct 16, 2019",71.53,72.07,69.65,70.63,70.63,24360
1171,"Oct 15, 2019",69.13,72.13,69.13,72.13,72.13,26152
1172,"Oct 14, 2019",62.83,63.1,62.8,63.08,63.08,17266
1173,"Oct 11, 2019",62.8,63.05,62.5,62.92,62.92,3829
1174,"Oct 10, 2019",62.75,62.95,62.33,62.4,62.4,2888
1175,"Oct 9, 2019",62.5,62.95,62.03,62.8,62.8,4084
1176,"Oct 8, 2019",60.6,62.13,60.58,61.7,61.7,4541
1177,"Oct 7, 2019",61.92,61.95,60.45,60.5,60.5,6772
1178,"Oct 4, 2019",62.28,62.6,61.78,62.4,62.4,4020
1179,"Oct 3, 2019",62.25,63.0,62.08,62.42,62.42,5498
1180,"Oct 2, 2019",62.97,63.3,61.85,62.2,62.2,6362
1181,"Oct 1, 2019",64.7,65.0,62.47,62.55,62.55,7891
1182,"Sep 30, 2019",64.5,65.82,63.58,65.45,65.45,7627
1183,"Sep 27, 2019",64.32,65.45,63.92,65.28,65.28,7873
1184,"Sep 26, 2019",64.5,65.07,63.83,64.22,64.22,6093
1185,"Sep 25, 2019",62.92,65.0,62.45,64.57,64.57,15219
1186,"Sep 24, 2019",61.5,62.22,61.13,62.0,62.0,7729
1187,"Sep 23, 2019",60.92,62.25,60.5,60.95,60.95,8023
1188,"Sep 20, 2019",61.35,62.47,60.1,60.35,60.35,9708
1189,"Sep 19, 2019",61.7,63.0,61.22,61.4,61.4,13240
1190,"Sep 18, 2019",62.1,63.63,62.0,62.92,62.92,11392
1191,"Sep 17, 2019",64.1,64.65,61.5,62.1,62.1,21294
1192,"Sep 16, 2019",66.03,66.03,63.17,63.63,63.63,39414
1193,"Sep 13, 2019",64.72,66.85,63.88,66.47,66.47,38816
1194,"Sep 12, 2019",63.17,63.17,62.2,63.17,63.17,17290
1195,"Sep 11, 2019",61.3,61.92,59.78,60.17,60.17,40772
1196,"Sep 10, 2019",61.6,64.4,59.9,62.72,62.72,46120
1197,"Sep 9, 2019",63.0,65.13,62.28,62.6,62.6,35785
1198,"Sep 6, 2019",65.5,65.75,63.3,63.5,63.5,32351
1199,"Sep 5, 2019",66.88,68.0,65.93,66.3,66.3,24602
1200,"Sep 4, 2019",67.13,67.4,65.78,67.13,67.13,29067
1201,"Sep 3, 2019",64.0,66.53,64.0,66.53,66.53,26797
1202,"Aug 30, 2019",64.55,64.75,63.33,63.53,63.53,19235
1203,"Aug 29, 2019",63.7,65.15,63.47,64.9,64.9,21920
1204,"Aug 28, 2019",61.3,63.6,60.88,63.5,63.5,20895
1205,"Aug 27, 2019",64.25,64.4,62.4,63.22,63.22,20407
1206,"Aug 26, 2019",60.88,63.8,60.88,63.8,63.8,25772
1207,"Aug 23, 2019",61.58,61.6,59.3,59.3,59.3,23204
1208,"Aug 22, 2019",63.0,63.33,62.08,62.3,62.3,13728
1209,"Aug 21, 2019",64.93,65.7,63.08,63.3,63.3,15685
1210,"Aug 20, 2019",64.2,65.82,63.38,64.97,64.97,19104
1211,"Aug 19, 2019",62.33,64.47,62.15,64.03,64.03,18372
1212,"Aug 16, 2019",65.3,66.53,62.0,62.0,62.0,18120
