,MarketTradeDate,OpenPx,HighPx,LowPx,SettlementPx,Volume,OpenInterest,ContractDate
5123,2004-03-16,64.95,65.35,64.325,65.3,4871,16087,2004-04-01
5124,2004-03-15,64.85,64.9,63.75,64.125,4179,16750,2004-04-01
5125,2004-03-12,64.1,64.35,63.7,64.325,4308,17306,2004-04-01
5126,2004-03-11,63.4,64.0,63.35,63.725,8084,18226,2004-04-01
5127,2004-03-10,62.3,63.35,62.3,62.65,7285,21182,2004-04-01
5128,2004-03-09,62.2,62.4,61.55,62.3,7072,23563,2004-04-01
5129,2004-03-08,62.15,62.675,61.05,61.2,8325,26802,2004-04-01
5130,2004-03-05,61.725,62.1,60.6,61.925,6483,29919,2004-04-01
5131,2004-03-04,60.3,60.9,59.6,60.475,5953,32768,2004-04-01
5132,2004-03-03,61.35,62.2,60.825,60.9,5716,33529,2004-04-01
5133,2004-03-02,62.7,63.175,62.55,62.825,4420,34536,2004-04-01
5134,2004-03-01,62.8,62.8,62.15,62.3,4788,36149,2004-04-01
5135,2004-02-27,61.9,62.275,61.7,62.025,5152,35766,2004-04-01
5136,2004-02-26,60.8,61.675,60.8,61.65,4424,35487,2004-04-01
5137,2004-02-25,60.75,61.05,59.7,60.125,5178,35806,2004-04-01
5138,2004-02-24,61.175,61.675,60.55,60.975,6312,35411,2004-04-01
5139,2004-02-23,60.45,61.075,59.45,61.025,5096,34097,2004-04-01
5140,2004-02-20,60.3,60.7,59.75,60.1,3805,33292,2004-04-01
5141,2004-02-19,58.6,60.25,58.6,59.7,3746,33136,2004-04-01
5142,2004-02-18,58.85,59.35,58.25,58.525,3653,32702,2004-04-01
5143,2004-02-17,58.8,59.4,57.95,58.6,4763,32667,2004-04-01
5144,2004-02-13,58.65,58.95,57.85,58.7,5100,32699,2004-04-01
5145,2004-02-12,59.8,60.125,58.175,58.375,6130,33723,2004-04-01
5146,2004-02-11,59.9,60.5,59.1,60.175,3881,33831,2004-04-01
5147,2004-02-10,59.875,60.55,58.85,58.85,5801,33743,2004-04-01
5148,2004-02-09,61.25,61.55,60.45,60.85,7316,33937,2004-04-01
5149,2004-02-06,60.475,60.9,60.0,60.85,5749,32256,2004-04-01
5150,2004-02-05,59.7,60.7,59.5,60.475,7951,30878,2004-04-01
5151,2004-02-04,59.675,60.0,58.7,58.875,5007,29024,2004-04-01
5152,2004-02-03,59.85,60.2,59.25,59.35,5132,28654,2004-04-01
5153,2004-02-02,59.0,60.45,58.9,60.0,8184,29251,2004-04-01
5154,2004-01-30,59.15,59.4,58.15,59.2,7845,28159,2004-04-01
5155,2004-01-29,57.9,58.05,57.3,57.85,3407,26836,2004-04-01
5156,2004-01-28,56.7,57.85,56.5,57.75,4223,27125,2004-04-01
5157,2004-01-27,57.075,57.7,56.35,57.0,4183,26050,2004-04-01
5158,2004-01-26,57.4,57.5,56.25,56.35,3472,25633,2004-04-01
5159,2004-01-23,56.675,57.0,56.1,56.95,4324,25605,2004-04-01
5160,2004-01-22,58.25,58.45,56.25,56.675,7154,25582,2004-04-01
5161,2004-01-21,58.45,58.45,57.3,57.75,7354,25263,2004-04-01
5162,2004-01-20,54.9,55.55,54.6,55.275,4731,14530,2004-02-01
5163,2004-01-16,55.0,55.1,54.15,54.75,4544,16121,2004-02-01
5164,2004-01-15,53.9,53.975,53.3,53.8,5229,17220,2004-02-01
5165,2004-01-14,52.9,53.9,52.8,53.2,6428,17753,2004-02-01
5166,2004-01-13,51.9,52.75,51.85,52.425,7939,19637,2004-02-01
5167,2004-01-12,54.0,54.05,51.75,51.775,7018,21035,2004-02-01
5168,2004-01-09,54.3,54.375,53.55,53.75,5771,22051,2004-02-01
5169,2004-01-08,54.55,54.75,53.75,53.975,3978,23538,2004-02-01
5170,2004-01-07,54.275,54.95,53.925,54.925,4640,24819,2004-02-01
5171,2004-01-06,54.025,55.7,54.025,54.65,5573,25167,2004-02-01
5172,2004-01-05,56.0,56.1,55.0,55.95,6123,25199,2004-02-01
5173,2004-01-02,54.0,55.425,54.0,55.425,5261,25616,2004-02-01
5174,2003-12-31,51.8,53.55,51.8,53.425,3613,25202,2004-02-01
5175,2003-12-30,53.75,54.35,53.275,53.8,3378,25540,2004-02-01
5176,2003-12-29,53.75,54.4,53.2,53.925,4127,26161,2004-02-01
5177,2003-12-26,51.9,53.2,50.75,53.2,3138,26607,2004-02-01
5178,2003-12-24,52.0,52.6,51.075,51.2,3512,26375,2004-02-01
5179,2003-12-23,53.45,53.55,52.8,53.075,3192,26589,2004-02-01
5180,2003-12-22,53.1,53.85,53.05,53.75,3271,27101,2004-02-01
5181,2003-12-19,51.15,53.4,50.9,53.3,4604,27399,2004-02-01
5182,2003-12-18,51.375,52.4,51.0,51.45,2934,27462,2004-02-01
5183,2003-12-17,52.075,52.5,51.65,52.325,2254,27469,2004-02-01
5184,2003-12-16,52.6,52.95,51.4,51.75,3204,27616,2004-02-01
5185,2003-12-15,52.525,52.95,52.15,52.8,2771,27830,2004-02-01
5186,2003-12-12,53.15,53.3,51.9,52.275,4180,28257,2004-02-01
5187,2003-12-11,52.85,53.5,52.4,53.25,4338,27766,2004-02-01
5188,2003-12-10,52.5,52.9,51.8,52.7,4100,27003,2004-02-01
5189,2003-12-09,53.775,54.65,52.4,52.4,4723,26717,2004-02-01
5190,2003-12-08,53.5,54.5,52.775,54.4,3865,26388,2004-02-01
5191,2003-12-05,53.6,53.95,52.75,53.8,3720,26611,2004-02-01
5192,2003-12-04,53.65,54.15,52.6,53.15,6268,26295,2004-02-01
5193,2003-12-03,55.925,56.15,54.15,54.35,5307,26065,2004-02-01
5194,2003-12-02,56.375,56.65,55.55,56.15,5505,25024,2004-02-01
5195,2003-12-01,56.075,57.0,55.4,56.65,6367,24973,2004-02-01
5196,2003-11-28,54.425,55.2,53.4,55.2,3725,24186,2004-02-01
5197,2003-11-26,49.35,49.5,48.4,48.45,2809,9311,2003-12-01
5198,2003-11-25,52.9,53.875,52.75,53.075,4972,23300,2004-02-01
5199,2003-11-24,54.4,54.6,53.5,53.55,3300,22075,2004-02-01
5200,2003-11-21,54.55,54.9,53.7,54.075,5044,22034,2004-02-01
5201,2003-11-20,54.2,55.2,53.8,54.25,4713,21445,2004-02-01
5202,2003-11-19,50.6,50.8,48.7,48.7,5414,13591,2003-12-01
5203,2003-11-18,50.95,51.2,50.5,50.7,2798,14041,2003-12-01
5204,2003-11-17,50.2,50.75,50.0,50.275,2907,14194,2003-12-01
5205,2003-11-14,50.15,50.75,49.9,50.35,3550,14578,2003-12-01
5206,2003-11-13,56.5,57.3,56.05,56.625,5637,18850,2004-02-01
5207,2003-11-12,57.4,57.5,56.2,56.45,7033,16853,2004-02-01
5208,2003-11-11,52.275,52.9,50.7,50.75,6963,17806,2003-12-01
5209,2003-11-10,53.1,53.9,52.6,52.675,5252,18732,2003-12-01
5210,2003-11-07,53.95,54.75,53.175,53.375,4612,19809,2003-12-01
5211,2003-11-06,53.25,53.65,52.8,53.175,2730,21645,2003-12-01
5212,2003-11-05,53.775,53.95,52.675,52.925,4173,22056,2003-12-01
5213,2003-11-04,53.075,53.25,51.775,53.225,4552,22464,2003-12-01
5214,2003-11-03,53.95,54.3,52.5,52.65,4923,23309,2003-12-01
5215,2003-10-31,52.6,53.65,52.225,53.325,3223,23731,2003-12-01
5216,2003-10-30,53.3,53.45,52.15,52.55,4415,24352,2003-12-01
5217,2003-10-29,51.75,52.75,51.3,52.65,5345,24397,2003-12-01
5218,2003-10-28,51.725,51.95,51.15,51.475,4386,24760,2003-12-01
5219,2003-10-27,52.5,53.05,51.9,52.575,3841,24393,2003-12-01
5220,2003-10-24,53.25,53.5,52.15,52.45,4539,23852,2003-12-01
5221,2003-10-23,52.175,53.25,51.675,52.75,6935,24776,2003-12-01
5222,2003-10-22,53.7,54.45,53.675,53.675,5349,25906,2003-12-01
5223,2003-10-21,55.675,56.9,55.675,55.675,4570,27898,2003-12-01
5224,2003-10-20,58.6,58.7,57.575,57.675,3432,28956,2003-12-01
5225,2003-10-17,59.7,59.8,58.45,59.575,3545,28775,2003-12-01
5226,2003-10-16,60.5,60.5,59.025,59.025,4846,28718,2003-12-01
5227,2003-10-15,59.0,61.025,58.775,61.025,4268,29381,2003-12-01
5228,2003-10-14,50.0,60.9,58.5,59.025,6457,29337,2003-12-01
5229,2003-10-13,58.3,60.3,58.1,60.3,7405,29279,2003-12-01
5230,2003-10-10,57.2,58.825,56.4,58.3,8599,29215,2003-12-01
5231,2003-10-09,59.5,59.5,56.75,56.825,6440,28294,2003-12-01
5232,2003-10-08,56.075,57.95,56.0,57.95,7863,27867,2003-12-01
5233,2003-10-07,54.4,56.4,54.3,55.95,7607,27708,2003-12-01
5234,2003-10-06,54.2,55.75,54.2,55.1,4188,27743,2003-12-01
5235,2003-10-03,54.6,55.45,54.05,54.325,4895,27642,2003-12-01
5236,2003-10-02,54.0,55.1,54.0,54.7,5964,27278,2003-12-01
5237,2003-10-01,53.35,55.175,53.1,54.925,5626,26590,2003-12-01
5238,2003-09-30,53.4,54.25,52.9,53.6,8945,26196,2003-12-01
5239,2003-09-29,53.85,54.25,53.85,53.85,4572,27401,2003-12-01
5240,2003-09-26,56.85,57.1,55.55,55.85,4597,27364,2003-12-01
5241,2003-09-25,56.75,58.0,56.65,57.1,5413,27282,2003-12-01
5242,2003-09-24,57.8,57.8,56.25,56.775,7626,27063,2003-12-01
5243,2003-09-23,59.075,60.1,58.8,59.3,4607,15519,2003-10-01
5244,2003-09-22,58.0,58.4,57.7,58.05,2370,26092,2003-12-01
5245,2003-09-19,57.9,58.4,57.2,58.275,3346,25299,2003-12-01
5246,2003-09-18,57.8,58.4,57.55,57.925,4935,25104,2003-12-01
5247,2003-09-17,57.8,58.65,57.05,57.5,5723,24728,2003-12-01
5248,2003-09-16,59.15,59.4,58.1,58.15,4642,17171,2003-10-01
5249,2003-09-15,58.85,59.0,57.85,58.7,5836,18444,2003-10-01
5250,2003-09-12,60.1,60.1,58.375,58.4,6006,19739,2003-10-01
5251,2003-09-11,58.5,59.5,57.9,59.05,7083,20899,2003-12-01
5252,2003-09-10,59.6,60.25,58.85,59.225,5847,21763,2003-10-01
5253,2003-09-09,59.7,60.05,58.4,58.55,6990,22008,2003-10-01
5254,2003-09-08,58.3,59.1,57.9,58.825,6965,22891,2003-10-01
5255,2003-09-05,56.4,57.95,56.15,57.8,6325,23140,2003-10-01
5256,2003-09-04,56.0,56.1,55.325,56.075,4723,22944,2003-10-01
5257,2003-09-03,55.15,55.9,54.9,55.775,5842,23128,2003-10-01
5258,2003-09-02,55.05,55.275,54.675,55.175,4529,23307,2003-10-01
5259,2003-08-29,54.9,54.925,54.25,54.775,3350,23771,2003-10-01
5260,2003-08-28,54.35,55.1,53.8,54.2,7122,23966,2003-10-01
5261,2003-08-27,53.7,54.4,53.6,54.35,3327,23133,2003-10-01
5262,2003-08-26,53.6,54.2,53.275,53.75,3032,22672,2003-10-01
5263,2003-08-25,53.4,54.15,53.4,53.85,3482,22753,2003-10-01
5264,2003-08-22,52.75,53.45,52.525,53.35,2541,22405,2003-10-01
5265,2003-08-21,53.55,53.7,52.85,52.925,2774,21405,2003-10-01
5266,2003-08-20,53.45,54.3,53.3,53.75,3407,21792,2003-10-01
5267,2003-08-19,52.4,53.525,52.175,53.425,2735,21933,2003-10-01
5268,2003-08-18,51.35,52.6,51.1,52.575,2246,21791,2003-10-01
5269,2003-08-15,52.1,52.15,51.3,51.65,2241,21450,2003-10-01
5270,2003-08-14,52.8,52.85,52.05,52.15,2122,21417,2003-10-01
5271,2003-08-13,52.65,53.5,52.275,53.075,2985,21530,2003-10-01
5272,2003-08-12,53.5,54.0,52.45,52.85,3339,20981,2003-10-01
5273,2003-08-11,54.05,54.575,53.5,54.225,3416,20986,2003-10-01
5274,2003-08-08,53.55,54.65,53.05,54.575,3640,21297,2003-10-01
5275,2003-08-07,53.6,53.85,52.7,53.55,4397,21528,2003-10-01
5276,2003-08-06,52.65,53.75,52.5,53.575,6164,21949,2003-10-01
5277,2003-08-05,51.8,52.675,51.35,52.325,3792,21553,2003-10-01
5278,2003-08-04,51.15,52.5,51.15,51.8,4384,21207,2003-10-01
5279,2003-08-01,51.15,52.1,50.75,51.125,3742,20456,2003-10-01
5280,2003-07-31,51.325,51.7,50.75,51.3,4011,20708,2003-10-01
5281,2003-07-30,51.6,52.35,51.15,51.325,4550,19971,2003-10-01
5282,2003-07-29,52.25,52.85,51.1,51.25,2983,18710,2003-10-01
5283,2003-07-28,52.25,53.4,51.7,52.05,3995,18364,2003-10-01
5284,2003-07-25,59.175,59.95,58.7,59.55,4575,10406,2003-08-01
5285,2003-07-24,57.175,58.425,56.5,58.25,6010,10699,2003-08-01
5286,2003-07-23,52.8,53.55,52.35,52.425,4529,17568,2003-10-01
5287,2003-07-22,55.1,55.65,53.25,53.375,4956,17559,2003-10-01
5288,2003-07-21,61.95,62.15,60.65,61.175,3210,13360,2003-08-01
5289,2003-07-18,62.55,62.9,61.6,61.875,3269,12991,2003-08-01
5290,2003-07-17,62.7,62.975,61.55,62.325,4215,13648,2003-08-01
5291,2003-07-16,62.0,63.1,62.0,62.7,4350,13826,2003-08-01
5292,2003-07-15,62.9,63.1,62.05,62.625,6166,13755,2003-08-01
5293,2003-07-14,64.2,64.7,63.05,63.15,7053,14774,2003-08-01
5294,2003-07-11,65.7,65.7,63.95,64.975,6129,14861,2003-08-01
5295,2003-07-10,65.125,65.8,64.9,65.5,5250,15809,2003-08-01
5296,2003-07-09,65.3,65.4,64.7,65.125,5204,16922,2003-08-01
5297,2003-07-08,66.4,66.45,65.3,65.85,5947,17952,2003-08-01
5298,2003-07-07,66.55,67.475,66.3,66.725,5305,18585,2003-08-01
5299,2003-07-03,64.75,66.0,64.75,65.9,2469,17749,2003-08-01
5300,2003-07-02,65.1,65.1,64.3,64.35,3052,17675,2003-08-01
5301,2003-07-01,63.8,64.6,63.675,64.3,4329,18156,2003-08-01
5302,2003-06-30,64.55,64.75,63.625,63.975,5198,19189,2003-08-01
5303,2003-06-27,65.1,66.45,65.1,65.55,1928,20110,2003-08-01
5304,2003-06-26,65.2,65.5,64.9,65.025,2810,20524,2003-08-01
5305,2003-06-25,64.75,65.7,64.25,65.625,4075,20316,2003-08-01
5306,2003-06-24,65.1,66.1,64.85,65.275,3331,20247,2003-08-01
5307,2003-06-23,66.2,66.4,64.75,65.15,3051,19742,2003-08-01
5308,2003-06-20,66.2,66.85,65.6,65.675,3366,19443,2003-08-01
5309,2003-06-19,67.1,67.3,66.2,66.25,3457,19887,2003-08-01
5310,2003-06-18,65.7,67.8,65.5,67.6,5242,19724,2003-08-01
5311,2003-06-17,66.4,66.8,65.45,66.175,5359,17626,2003-08-01
5312,2003-06-16,67.4,67.85,65.6,65.75,4859,16329,2003-08-01
5313,2003-06-13,66.75,68.05,66.7,67.925,4182,14157,2003-07-01
5314,2003-06-12,66.4,66.875,66.025,66.3,5201,16166,2003-08-01
5315,2003-06-11,66.8,67.45,66.25,66.25,4517,15391,2003-07-01
5316,2003-06-10,68.65,69.025,67.9,68.25,4366,15969,2003-07-01
5317,2003-06-09,68.6,68.875,68.35,68.45,3263,16833,2003-07-01
5318,2003-06-06,68.2,68.7,68.0,68.35,3488,17309,2003-07-01
5319,2003-06-05,68.2,68.5,67.8,67.925,3513,16985,2003-07-01
5320,2003-06-04,67.55,69.15,67.55,68.325,5844,17107,2003-07-01
5321,2003-06-03,67.75,68.3,66.85,67.5,4096,15501,2003-07-01
5322,2003-06-02,65.375,65.9,64.85,65.375,3570,10922,2003-06-01
5323,2003-05-30,64.025,64.9,63.775,64.85,5387,11753,2003-06-01
5324,2003-05-29,66.4,67.4,66.2,66.725,4415,15318,2003-07-01
5325,2003-05-28,64.375,64.7,63.075,64.075,3659,13066,2003-06-01
5326,2003-05-27,63.275,63.45,62.75,63.075,4220,13865,2003-06-01
5327,2003-05-23,63.95,64.2,63.3,63.425,3370,15035,2003-06-01
5328,2003-05-22,64.525,64.95,64.25,64.4,3929,15918,2003-06-01
5329,2003-05-21,65.325,66.45,64.975,65.125,4363,17549,2003-06-01
5330,2003-05-20,66.9,67.675,66.0,66.2,5934,17549,2003-06-01
5331,2003-05-19,66.975,67.5,66.75,67.05,3792,18089,2003-06-01
5332,2003-05-16,65.95,66.95,64.75,66.875,5299,17943,2003-06-01
5333,2003-05-15,64.975,65.6,64.7,65.025,3779,17110,2003-06-01
5334,2003-05-14,64.85,65.85,64.525,65.6,4672,17670,2003-06-01
5335,2003-05-13,65.35,65.45,64.55,64.6,5038,17486,2003-06-01
5336,2003-05-12,65.6,65.75,64.75,65.375,4479,18271,2003-06-01
5337,2003-05-09,64.5,65.45,64.5,65.225,6031,18396,2003-06-01
5338,2003-05-08,63.65,64.25,63.45,64.2,4348,18645,2003-06-01
5339,2003-05-07,64.25,64.3,63.1,63.575,5063,18920,2003-06-01
5340,2003-05-06,64.9,64.9,64.05,64.325,4861,19379,2003-06-01
5341,2003-05-05,64.7,64.9,64.25,64.775,5513,19146,2003-06-01
5342,2003-05-02,63.55,64.6,63.25,64.55,6941,18442,2003-06-01
5343,2003-05-01,63.05,63.3,62.2,62.875,4855,18367,2003-06-01
5344,2003-04-30,61.85,62.85,61.65,62.775,5784,17739,2003-06-01
5345,2003-04-29,62.4,62.4,61.3,62.225,4033,17655,2003-06-01
5346,2003-04-28,62.2,62.5,61.55,62.275,4352,17972,2003-06-01
5347,2003-04-25,61.75,62.275,61.5,61.75,5657,17168,2003-06-01
5348,2003-04-24,60.65,61.65,60.5,61.475,5299,18016,2003-06-01
5349,2003-04-23,59.3,60.825,59.0,60.625,5034,18635,2003-06-01
5350,2003-04-22,59.95,59.95,58.85,59.55,3658,18623,2003-06-01
5351,2003-04-21,59.2,60.4,59.2,59.8,4732,19294,2003-06-01
5352,2003-04-17,58.35,59.25,58.35,59.125,1834,19973,2003-06-01
5353,2003-04-16,57.9,58.425,57.9,58.275,2347,20201,2003-06-01
5354,2003-04-15,57.675,58.475,57.45,58.4,3434,20387,2003-06-01
5355,2003-04-14,58.15,58.275,57.675,57.825,2070,20673,2003-06-01
5356,2003-04-11,57.7,58.55,57.45,58.325,2682,21143,2003-06-01
5357,2003-04-10,57.9,58.25,57.1,57.55,4332,21906,2003-06-01
5358,2003-04-09,58.8,59.3,58.4,58.575,3420,21414,2003-06-01
5359,2003-04-08,59.25,59.7,58.875,59.1,3757,20799,2003-06-01
5360,2003-04-07,59.8,60.0,59.25,59.65,2907,20608,2003-06-01
5361,2003-04-04,59.25,60.15,58.95,59.75,5052,20491,2003-06-01
5362,2003-04-03,58.125,59.0,57.9,58.85,5154,21078,2003-06-01
5363,2003-04-02,56.7,58.4,56.675,58.35,6111,21126,2003-06-01
5364,2003-04-01,57.4,58.1,56.4,56.45,5435,20741,2003-06-01
5365,2003-03-31,58.0,58.45,57.8,58.35,3346,19950,2003-06-01
5366,2003-03-28,57.7,58.05,57.2,57.75,2562,19427,2003-06-01
5367,2003-03-27,57.5,57.9,57.25,57.575,4024,19135,2003-06-01
5368,2003-03-26,58.4,59.0,56.875,57.75,6047,18359,2003-06-01
5369,2003-03-25,59.05,59.525,58.55,58.775,7208,17875,2003-06-01
5370,2003-03-24,61.05,61.15,59.45,59.55,4222,15784,2003-06-01
5371,2003-03-21,52.675,52.85,51.9,52.55,2743,12233,2003-04-01
5372,2003-03-20,53.0,53.4,52.75,52.875,3554,12560,2003-04-01
5373,2003-03-19,52.9,53.3,51.95,53.1,5829,13824,2003-04-01
5374,2003-03-18,51.55,51.8,51.2,51.55,2999,14784,2003-04-01
5375,2003-03-17,52.1,52.5,51.0,51.2,4557,15506,2003-04-01
5376,2003-03-14,52.5,53.15,52.375,52.925,3377,15217,2003-04-01
5377,2003-03-13,52.65,53.05,52.2,52.65,4024,15659,2003-04-01
5378,2003-03-12,52.2,52.95,52.025,52.65,5913,15323,2003-04-01
5379,2003-03-11,51.9,52.4,51.1,52.325,5667,15905,2003-04-01
5380,2003-03-10,52.25,52.5,51.425,51.625,5123,16178,2003-04-01
5381,2003-03-07,52.2,52.35,51.7,51.925,5137,16666,2003-04-01
5382,2003-03-06,52.5,52.625,50.65,51.875,7188,17018,2003-04-01
5383,2003-03-05,52.9,53.825,52.4,52.625,3852,16341,2003-04-01
5384,2003-03-04,53.05,54.05,52.5,53.15,6319,17039,2003-04-01
5385,2003-03-03,54.4,54.55,53.825,54.375,4620,18139,2003-04-01
5386,2003-02-28,53.575,54.95,53.575,54.55,6842,18729,2003-04-01
5387,2003-02-27,53.75,53.85,53.1,53.275,3223,19632,2003-04-01
5388,2003-02-26,53.25,54.0,53.05,53.95,3826,19534,2003-04-01
5389,2003-02-25,53.5,53.7,53.2,53.3,3525,19342,2003-04-01
5390,2003-02-24,53.725,54.35,53.425,54.225,4038,19863,2003-04-01
5391,2003-02-21,52.55,54.1,51.95,53.925,5803,19856,2003-04-01
5392,2003-02-20,53.05,53.3,52.675,52.95,3276,19535,2003-04-01
5393,2003-02-19,52.675,53.3,52.5,53.15,2662,19448,2003-04-01
5394,2003-02-18,53.1,53.475,52.45,52.85,3220,19280,2003-04-01
5395,2003-02-14,52.1,52.8,52.1,52.45,2867,18871,2003-04-01
5396,2003-02-13,51.7,53.05,51.5,52.95,5438,18902,2003-04-01
5397,2003-02-12,53.75,53.75,52.275,52.3,5811,18436,2003-04-01
5398,2003-02-11,54.3,54.6,53.85,54.275,3821,18394,2003-04-01
5399,2003-02-10,54.0,54.95,54.0,54.875,3300,18751,2003-04-01
5400,2003-02-07,53.7,54.45,53.5,53.775,3189,18480,2003-04-01
5401,2003-02-06,53.95,54.375,53.3,53.6,4399,18339,2003-04-01
5402,2003-02-05,53.5,54.7,53.25,54.0,4325,18229,2003-04-01
5403,2003-02-04,54.9,54.9,53.05,53.95,7203,18120,2003-04-01
5404,2003-02-03,56.7,56.7,54.85,55.05,4621,18558,2003-04-01
5405,2003-01-31,56.75,57.8,56.75,56.85,3673,17982,2003-04-01
5406,2003-01-30,56.9,57.3,56.15,56.525,3692,17953,2003-04-01
5407,2003-01-29,55.4,57.15,55.4,56.95,6024,17976,2003-04-01
5408,2003-01-28,49.6,50.05,48.85,49.15,3903,9279,2003-02-01
5409,2003-01-27,56.2,56.25,54.7,55.15,3208,16862,2003-04-01
5410,2003-01-24,55.95,56.8,55.05,56.4,4101,16344,2003-04-01
5411,2003-01-23,56.5,56.6,55.55,56.05,2915,15428,2003-04-01
5412,2003-01-22,55.5,56.65,54.95,56.6,4363,15317,2003-04-01
5413,2003-01-21,50.2,50.425,49.5,49.65,7314,10959,2003-02-01
5414,2003-01-17,51.35,51.75,50.6,50.625,4301,11822,2003-02-01
5415,2003-01-16,51.6,52.125,50.925,51.825,5780,12026,2003-02-01
5416,2003-01-15,52.85,53.2,51.025,51.125,4722,13393,2003-02-01
5417,2003-01-14,53.475,53.75,52.75,52.825,4398,13916,2003-02-01
5418,2003-01-13,52.75,52.85,51.85,52.475,4225,14900,2003-02-01
5419,2003-01-10,52.45,52.95,52.4,52.75,4192,16804,2003-02-01
5420,2003-01-09,53.325,53.5,52.15,53.225,6836,17383,2003-02-01
5421,2003-01-08,51.5,52.375,51.5,52.125,3739,17976,2003-02-01
5422,2003-01-07,51.575,52.575,51.575,51.75,4969,18206,2003-02-01
5423,2003-01-06,52.6,53.0,51.575,51.775,4188,18250,2003-02-01
5424,2003-01-03,52.85,53.15,51.8,53.075,3923,18425,2003-02-01
5425,2003-01-02,52.0,52.3,51.2,51.825,3896,18868,2003-02-01
5426,2002-12-31,51.75,52.2,51.55,51.6,3597,19435,2003-02-01
5427,2002-12-30,53.55,53.75,53.2,53.55,2281,20256,2003-02-01
5428,2002-12-27,53.9,54.225,53.0,53.5,2166,20746,2003-02-01
5429,2002-12-26,53.1,54.25,53.0,53.975,2468,21146,2003-02-01
5430,2002-12-23,52.1,53.7,52.1,53.15,2988,20716,2003-02-01
5431,2002-12-20,51.6,52.45,51.55,51.8,2319,20341,2003-02-01
5432,2002-12-19,50.75,52.175,50.65,51.9,2565,20561,2003-02-01
5433,2002-12-18,51.7,51.7,51.15,51.225,3550,20192,2003-02-01
5434,2002-12-17,51.65,53.825,51.6,52.325,4196,20490,2003-02-01
5435,2002-12-16,52.0,52.05,51.2,51.825,2836,20224,2003-02-01
5436,2002-12-13,52.3,52.45,51.6,52.25,3020,20590,2003-02-01
5437,2002-12-12,52.55,52.9,51.85,51.975,4541,20798,2003-02-01
5438,2002-12-11,51.05,52.45,50.875,52.45,8281,20894,2003-02-01
5439,2002-12-10,50.8,51.8,50.35,50.45,9457,21399,2003-02-01
5440,2002-12-09,52.4,52.6,51.325,51.325,6239,23148,2003-02-01
5441,2002-12-06,54.5,54.75,53.2,53.325,6294,25396,2003-02-01
5442,2002-12-05,54.6,54.95,54.025,54.8,4266,24968,2003-02-01
5443,2002-12-04,54.85,55.1,53.9,54.525,5854,24009,2003-02-01
5444,2002-12-03,54.7,55.175,54.25,54.7,5858,22300,2003-02-01
5445,2002-12-02,53.85,55.1,53.6,54.325,4823,20462,2003-02-01
5446,2002-11-29,46.55,46.95,46.1,46.55,1833,16352,2002-12-01
5447,2002-11-27,46.4,46.9,45.95,46.75,3115,16614,2002-12-01
5448,2002-11-26,45.1,45.875,45.05,45.8,3719,16699,2002-12-01
5449,2002-11-25,45.4,45.55,44.9,45.2,4162,17474,2002-12-01
5450,2002-11-22,44.6,45.25,44.6,45.15,4005,18178,2002-12-01
5451,2002-11-21,46.1,46.15,44.85,44.9,3730,18441,2002-12-01
5452,2002-11-20,45.2,46.15,44.7,46.025,5171,18927,2002-12-01
5453,2002-11-19,44.275,45.75,43.925,45.625,4941,19176,2002-12-01
5454,2002-11-18,45.5,45.775,44.0,44.275,4168,19438,2002-12-01
5455,2002-11-15,44.65,45.8,44.5,45.75,3466,20168,2002-12-01
5456,2002-11-14,45.15,45.75,44.4,44.6,4179,20716,2002-12-01
5457,2002-11-13,45.1,46.3,44.65,45.15,5825,21168,2002-12-01
5458,2002-11-12,46.8,46.8,45.0,45.1,5705,22173,2002-12-01
5459,2002-11-11,45.5,47.05,45.3,46.825,5101,22474,2002-12-01
5460,2002-11-08,46.1,46.425,45.55,45.9,4556,22274,2002-12-01
5461,2002-11-07,45.5,46.05,45.2,45.925,6526,23469,2002-12-01
5462,2002-11-06,44.825,45.45,44.35,45.0,4564,23898,2002-12-01
5463,2002-11-05,43.25,45.05,43.25,44.825,6502,23878,2002-12-01
5464,2002-11-04,43.35,43.425,42.6,43.05,3685,24299,2002-12-01
5465,2002-11-01,42.65,43.475,42.65,43.175,3621,24135,2002-12-01
5466,2002-10-31,42.6,43.55,42.25,43.125,6295,24525,2002-12-01
5467,2002-10-30,40.75,42.1,40.7,42.1,4449,25094,2002-12-01
5468,2002-10-29,40.5,40.7,40.0,40.1,3674,24931,2002-12-01
5469,2002-10-28,40.4,41.55,39.5,41.25,3279,24993,2002-12-01
5470,2002-10-25,41.175,41.55,39.725,40.6,4764,24845,2002-12-01
5471,2002-10-24,41.6,41.8,40.1,40.275,5410,24969,2002-12-01
5472,2002-10-23,39.95,42.0,39.6,41.95,6579,25200,2002-12-01
5473,2002-10-22,39.65,40.35,39.45,40.25,4286,25014,2002-12-01
5474,2002-10-21,41.55,41.55,40.1,40.15,3771,24608,2002-12-01
5475,2002-10-18,41.6,41.875,40.625,41.125,3787,24619,2002-12-01
5476,2002-10-17,41.55,42.1,41.2,41.65,4531,24392,2002-12-01
5477,2002-10-16,42.65,42.875,41.95,42.175,4150,23981,2002-12-01
5478,2002-10-15,42.85,43.1,41.7,42.65,5925,24308,2002-12-01
5479,2002-10-14,40.25,42.2,39.4,42.1,5016,24009,2002-12-01
