,MarketTradeDate,OpenPx,HighPx,LowPx,SettlementPx,Volume,OpenInterest,ContractDate
2769,2013-07-19,85.6,85.75,84.675,84.975,12821,113802,2013-10-01
2770,2013-07-18,85.425,85.95,85.05,85.625,14898,112340,2013-10-01
2771,2013-07-17,96.35,96.675,95.525,95.8,13665,49025,2013-08-01
2772,2013-07-16,95.425,96.7,95.3,96.3,17775,51996,2013-08-01
2773,2013-07-15,95.35,96.5,95.3,95.55,18706,54837,2013-08-01
2774,2013-07-12,95.175,95.225,94.35,94.9,30008,58348,2013-08-01
2775,2013-07-11,95.6,95.85,95.175,95.275,21684,67566,2013-08-01
2776,2013-07-10,95.175,96.625,95.075,95.7,28721,76138,2013-08-01
2777,2013-07-09,95.55,95.925,94.9,95.175,25674,83274,2013-08-01
2778,2013-07-08,97.85,97.925,95.4,95.55,33804,88005,2013-08-01
2779,2013-07-05,96.875,97.825,96.6,97.75,19773,96417,2013-08-01
2780,2013-07-03,96.35,97.45,96.175,96.85,18300,96997,2013-08-01
2781,2013-07-02,96.9,97.2,95.95,96.625,21396,97232,2013-08-01
2782,2013-07-01,97.65,98.475,96.75,97.0,25444,100726,2013-08-01
2783,2013-06-28,99.4,99.725,97.4,97.45,27224,100050,2013-08-01
2784,2013-06-27,98.125,99.85,98.1,99.4,23659,107100,2013-08-01
2785,2013-06-26,97.925,98.525,97.275,97.65,22685,105898,2013-08-01
2786,2013-06-25,98.075,98.4,97.5,97.7,19379,103849,2013-08-01
2787,2013-06-24,97.275,99.4,97.2,98.025,22803,100085,2013-08-01
2788,2013-06-21,98.125,98.25,96.875,97.45,19697,100503,2013-08-01
2789,2013-06-20,98.15,98.725,97.775,98.275,18868,101804,2013-08-01
2790,2013-06-19,97.5,99.5,97.4,98.375,24786,98770,2013-08-01
2791,2013-06-18,96.675,97.775,96.675,97.3,15142,96784,2013-08-01
2792,2013-06-17,96.75,97.2,96.45,96.65,14105,93256,2013-08-01
2793,2013-06-14,97.175,97.375,96.225,96.75,22310,90473,2013-08-01
2794,2013-06-13,97.325,97.7,96.975,97.3,21609,85232,2013-08-01
2795,2013-06-12,99.45,100.075,98.55,99.175,29738,53356,2013-07-01
2796,2013-06-11,98.25,99.9,98.25,99.15,33144,60083,2013-07-01
2797,2013-06-10,96.6,99.2,96.475,97.9,39880,64372,2013-07-01
2798,2013-06-07,95.775,96.55,95.525,96.2,21740,69406,2013-07-01
2799,2013-06-06,94.55,96.4,94.55,95.825,27095,74361,2013-07-01
2800,2013-06-05,94.75,95.0,94.15,94.575,18129,73871,2013-07-01
2801,2013-06-04,93.625,94.975,93.575,94.75,23035,74031,2013-07-01
2802,2013-06-03,94.175,94.275,93.25,93.55,16525,72687,2013-07-01
2803,2013-05-31,93.825,94.225,93.425,93.85,15480,72179,2013-07-01
2804,2013-05-30,93.1,94.375,93.025,93.475,19686,72238,2013-07-01
2805,2013-05-29,93.05,94.1,92.85,93.0,16619,71273,2013-07-01
2806,2013-05-28,93.375,94.0,92.95,93.35,15170,71153,2013-07-01
2807,2013-05-24,93.025,93.775,92.775,93.3,12726,71461,2013-07-01
2808,2013-05-23,93.3,93.575,92.65,93.025,14431,70054,2013-07-01
2809,2013-05-22,91.9,93.65,91.8,93.425,17875,68243,2013-07-01
2810,2013-05-21,92.15,92.875,91.75,92.4,13083,39853,2013-06-01
2811,2013-05-20,91.975,92.6,91.5,92.075,12624,42151,2013-06-01
2812,2013-05-17,93.225,93.75,90.75,91.525,25148,42902,2013-06-01
2813,2013-05-16,92.15,93.5,92.15,92.875,22211,46367,2013-06-01
2814,2013-05-15,92.65,93.5,91.675,91.925,23764,48568,2013-06-01
2815,2013-05-14,90.95,93.0,90.85,92.6,24794,54615,2013-06-01
2816,2013-05-13,90.5,91.475,90.4,90.925,24408,56331,2013-06-01
2817,2013-05-10,90.525,90.85,90.0,90.5,22773,60586,2013-06-01
2818,2013-05-09,91.775,91.875,90.4,90.575,29133,64269,2013-06-01
2819,2013-05-08,91.7,92.15,91.525,91.775,20112,68216,2013-06-01
2820,2013-05-07,91.425,91.875,91.175,91.3,28127,70001,2013-06-01
2821,2013-05-06,92.1,92.675,91.15,91.325,23983,75097,2013-06-01
2822,2013-05-03,92.65,93.0,92.05,92.175,16988,78033,2013-06-01
2823,2013-05-02,93.1,93.375,92.4,92.825,19270,81982,2013-06-01
2824,2013-05-01,92.475,93.175,91.975,92.95,19349,84416,2013-06-01
2825,2013-04-30,92.125,92.85,91.65,92.575,16508,84259,2013-06-01
2826,2013-04-29,92.625,93.075,91.875,92.15,17536,85535,2013-06-01
2827,2013-04-26,91.625,92.55,91.5,92.525,15152,87170,2013-06-01
2828,2013-04-25,91.05,92.15,90.75,91.825,20943,88079,2013-06-01
2829,2013-04-24,89.725,91.15,89.7,91.0,18643,90668,2013-06-01
2830,2013-04-23,89.775,90.35,89.275,89.575,13167,91168,2013-06-01
2831,2013-04-22,89.875,89.975,89.125,89.45,11478,90374,2013-06-01
2832,2013-04-19,90.575,90.675,89.85,90.2,9856,89380,2013-06-01
2833,2013-04-18,90.2,91.0,90.075,90.6,13752,89019,2013-06-01
2834,2013-04-17,89.075,90.625,88.55,90.35,17232,89183,2013-06-01
2835,2013-04-16,88.575,89.275,88.325,89.025,13546,89724,2013-06-01
2836,2013-04-15,89.375,89.375,88.175,88.6,14695,89210,2013-06-01
2837,2013-04-12,89.65,89.975,89.0,89.9,13099,91482,2013-06-01
2838,2013-04-11,89.9,90.275,89.25,89.45,15280,91336,2013-06-01
2839,2013-04-10,90.0,90.75,89.35,89.5,17050,90554,2013-06-01
2840,2013-04-09,90.55,90.6,89.6,89.85,14346,90461,2013-06-01
2841,2013-04-08,89.825,90.75,89.725,90.55,17998,91061,2013-06-01
2842,2013-04-05,91.8,92.0,89.275,89.7,18208,90522,2013-06-01
2843,2013-04-04,92.5,92.875,91.275,92.025,20169,90137,2013-06-01
2844,2013-04-03,91.6,92.675,91.05,92.475,20779,93235,2013-06-01
2845,2013-04-02,91.55,92.45,91.35,91.85,20384,95692,2013-06-01
2846,2013-04-01,90.5,92.05,90.175,91.575,17990,97208,2013-06-01
2847,2013-03-28,90.65,91.3,90.375,91.075,19315,99432,2013-06-01
2848,2013-03-27,91.25,91.25,89.625,90.675,16857,98582,2013-06-01
2849,2013-03-26,91.025,91.6,90.85,91.075,16261,97548,2013-06-01
2850,2013-03-25,89.6,91.5,89.325,90.775,15552,97361,2013-06-01
2851,2013-03-22,78.35,78.6,77.7,78.05,13825,35327,2013-04-01
2852,2013-03-21,88.45,89.7,88.075,89.55,17435,97627,2013-06-01
2853,2013-03-20,88.05,88.85,87.1,88.5,26247,97208,2013-06-01
2854,2013-03-19,88.825,89.275,87.5,88.275,17858,95272,2013-06-01
2855,2013-03-18,79.625,79.9,78.875,79.4,14418,45455,2013-04-01
2856,2013-03-15,90.35,90.35,88.975,89.325,16231,91774,2013-06-01
2857,2013-03-14,90.35,90.775,89.275,90.525,18784,85932,2013-06-01
2858,2013-03-13,81.35,81.85,80.375,80.65,27505,52436,2013-04-01
2859,2013-03-12,81.125,82.0,80.85,81.45,25527,58441,2013-04-01
2860,2013-03-11,81.8,81.825,80.85,81.15,27706,66231,2013-04-01
2861,2013-03-08,81.4,82.35,81.025,82.025,32335,71558,2013-04-01
2862,2013-03-07,79.475,82.175,79.475,81.8,37452,76569,2013-04-01
2863,2013-03-06,78.8,79.825,78.25,79.25,24862,82123,2013-04-01
2864,2013-03-05,80.425,80.725,78.675,79.25,23002,84883,2013-04-01
2865,2013-03-04,81.175,81.2,80.05,80.3,18314,86952,2013-04-01
2866,2013-03-01,81.25,81.75,81.0,81.125,19731,90494,2013-04-01
2867,2013-02-28,80.975,81.425,80.625,81.0,20046,91535,2013-04-01
2868,2013-02-27,81.575,81.8,80.75,81.0,21982,94046,2013-04-01
2869,2013-02-26,81.975,82.15,80.975,81.575,19481,97331,2013-04-01
2870,2013-02-25,81.5,82.275,80.9,81.9,16657,96945,2013-04-01
2871,2013-02-22,82.2,82.9,81.6,81.65,16015,97337,2013-04-01
2872,2013-02-21,83.025,83.225,81.7,82.375,21876,98609,2013-04-01
2873,2013-02-20,83.05,83.6,82.1,82.95,24627,98904,2013-04-01
2874,2013-02-19,84.1,84.25,82.9,83.05,21080,99262,2013-04-01
2875,2013-02-15,84.375,84.6,83.575,84.25,17977,100076,2013-04-01
2876,2013-02-14,85.575,85.65,84.05,84.325,21051,99627,2013-04-01
2877,2013-02-13,86.0,86.325,85.475,85.8,14797,98016,2013-04-01
2878,2013-02-12,86.5,86.675,85.5,86.0,21791,98297,2013-04-01
2879,2013-02-11,86.075,86.725,85.675,86.375,17873,97663,2013-04-01
2880,2013-02-08,86.525,86.7,86.0,86.125,19845,98672,2013-04-01
2881,2013-02-07,86.05,86.7,85.8,86.525,24905,97229,2013-04-01
2882,2013-02-06,87.625,87.825,85.95,86.25,25397,97942,2013-04-01
2883,2013-02-05,88.1,88.275,87.525,87.7,19948,97645,2013-04-01
2884,2013-02-04,88.95,89.175,87.675,88.35,22045,98511,2013-04-01
2885,2013-02-01,89.35,90.15,88.625,88.75,20293,99237,2013-04-01
2886,2013-01-31,89.2,90.0,89.075,89.35,18445,97615,2013-04-01
2887,2013-01-30,89.475,90.3,88.975,89.25,19314,95828,2013-04-01
2888,2013-01-29,89.125,89.875,88.725,89.625,17278,95110,2013-04-01
2889,2013-01-28,89.175,89.575,88.925,89.05,16065,93011,2013-04-01
2890,2013-01-25,89.375,89.725,88.825,88.925,17445,93764,2013-04-01
2891,2013-01-24,88.325,90.15,88.25,89.675,29856,91122,2013-04-01
2892,2013-01-23,88.3,88.425,87.025,88.0,22710,90839,2013-04-01
2893,2013-01-22,88.1,88.5,87.975,88.275,8947,88082,2013-04-01
2894,2013-01-18,88.05,88.7,87.875,88.075,17306,87033,2013-04-01
2895,2013-01-17,87.425,88.5,87.375,88.075,20008,86432,2013-04-01
2896,2013-01-16,87.675,87.775,87.3,87.425,11949,85958,2013-04-01
2897,2013-01-15,85.275,85.65,85.0,85.25,15665,47255,2013-02-01
2898,2013-01-14,84.45,85.4,84.275,85.225,28851,51268,2013-02-01
2899,2013-01-11,84.725,84.825,84.125,84.2,22467,58786,2013-02-01
2900,2013-01-10,84.675,85.025,84.275,84.6,25376,65778,2013-02-01
2901,2013-01-09,86.025,86.075,84.15,84.2,35480,71373,2013-02-01
2902,2013-01-08,86.375,87.0,85.875,86.35,27821,79129,2013-02-01
2903,2013-01-07,86.15,86.825,85.825,86.3,17940,84964,2013-02-01
2904,2013-01-04,86.7,87.2,86.0,86.225,19257,88119,2013-02-01
2905,2013-01-03,86.3,87.425,85.75,86.4,24858,91050,2013-02-01
2906,2013-01-02,86.2,86.4,85.325,86.175,20178,96321,2013-02-01
2907,2012-12-31,85.525,86.075,84.85,85.725,16789,97465,2013-02-01
2908,2012-12-28,87.0,87.325,86.3,86.375,12505,99413,2013-02-01
2909,2012-12-27,87.25,87.35,86.65,87.025,12360,99337,2013-02-01
2910,2012-12-26,87.675,87.8,87.075,87.45,7352,100592,2013-02-01
2911,2012-12-24,86.9,87.675,86.7,87.55,11189,101026,2013-02-01
2912,2012-12-21,86.225,86.975,86.025,86.9,12174,100490,2013-02-01
2913,2012-12-20,86.425,86.675,85.9,86.45,12690,101175,2013-02-01
2914,2012-12-19,85.85,86.775,85.475,86.575,15294,100877,2013-02-01
2915,2012-12-18,84.875,86.15,84.45,85.275,13809,97803,2013-02-01
2916,2012-12-17,85.35,85.475,84.7,84.75,11309,99045,2013-02-01
2917,2012-12-14,85.95,86.25,85.3,85.4,13310,99596,2013-02-01
2918,2012-12-13,85.7,86.3,85.525,85.9,17879,101498,2013-02-01
2919,2012-12-12,84.425,85.9,84.05,85.65,22287,101872,2013-02-01
2920,2012-12-11,83.975,84.475,83.6,84.15,16269,101921,2013-02-01
2921,2012-12-10,83.55,84.15,83.3,83.925,13604,102903,2013-02-01
2922,2012-12-07,84.225,84.4,83.2,83.475,23656,104485,2013-02-01
2923,2012-12-06,85.575,85.675,84.175,84.45,21991,104725,2013-02-01
2924,2012-12-05,85.55,86.225,85.2,85.65,14845,104861,2013-02-01
2925,2012-12-04,85.675,86.1,85.15,85.525,22082,103999,2013-02-01
2926,2012-12-03,87.125,87.775,85.6,85.675,27448,102718,2013-02-01
2927,2012-11-30,86.9,87.175,86.35,86.925,22388,101236,2013-02-01
2928,2012-11-29,87.5,88.2,86.8,87.125,21115,99192,2013-02-01
2929,2012-11-28,87.275,87.825,87.0,87.575,17674,98794,2013-02-01
2930,2012-11-27,86.925,87.425,86.3,86.725,17528,98128,2013-02-01
2931,2012-11-26,87.425,88.1,86.8,86.975,16252,95506,2013-02-01
2932,2012-11-23,87.1,88.175,86.975,87.375,9344,94997,2013-02-01
2933,2012-11-21,87.55,88.25,87.075,87.125,15258,92431,2013-02-01
2934,2012-11-20,81.3,81.9,80.9,81.65,11840,43432,2012-12-01
2935,2012-11-19,80.8,81.95,80.775,81.45,17721,44931,2012-12-01
2936,2012-11-16,80.2,80.725,79.975,80.325,10978,47797,2012-12-01
2937,2012-11-15,79.925,80.425,79.675,80.075,16518,50313,2012-12-01
2938,2012-11-14,80.525,80.575,79.75,80.1,19322,54177,2012-12-01
2939,2012-11-13,80.6,81.35,80.15,80.5,30824,57359,2012-12-01
2940,2012-11-12,80.8,80.875,80.15,80.325,19664,61226,2012-12-01
2941,2012-11-09,80.125,80.95,79.9,80.75,24503,65535,2012-12-01
2942,2012-11-08,79.9,80.75,79.75,80.2,29905,69769,2012-12-01
2943,2012-11-07,77.65,80.475,77.3,80.1,40386,76581,2012-12-01
2944,2012-11-06,77.15,77.975,76.65,77.575,19955,82299,2012-12-01
2945,2012-11-05,77.875,78.025,76.85,76.925,23960,84826,2012-12-01
2946,2012-11-02,78.2,78.575,77.5,77.75,19836,87305,2012-12-01
2947,2012-11-01,78.475,79.45,77.85,77.875,26810,88300,2012-12-01
2948,2012-10-31,78.175,79.275,77.925,78.275,28736,89841,2012-12-01
2949,2012-10-30,77.925,78.35,77.7,78.1,13055,90478,2012-12-01
2950,2012-10-29,78.6,78.6,76.825,77.8,17377,92076,2012-12-01
2951,2012-10-26,78.325,79.25,78.125,78.9,21925,95810,2012-12-01
2952,2012-10-25,78.275,78.675,77.65,78.125,15090,98862,2012-12-01
2953,2012-10-24,77.95,78.8,77.625,78.25,17876,99818,2012-12-01
2954,2012-10-23,78.65,78.675,77.8,78.125,17649,99130,2012-12-01
2955,2012-10-22,79.625,79.7,78.4,78.675,17748,100164,2012-12-01
2956,2012-10-19,79.15,79.8,79.0,79.625,17993,100772,2012-12-01
2957,2012-10-18,79.225,79.4,78.55,78.85,19878,102191,2012-12-01
2958,2012-10-17,78.525,79.425,78.3,79.175,18424,102718,2012-12-01
2959,2012-10-16,78.475,78.8,78.075,78.6,13176,101999,2012-12-01
2960,2012-10-15,78.05,78.85,78.05,78.55,14257,102015,2012-12-01
2961,2012-10-12,77.7,78.475,77.4,78.375,14421,101716,2012-12-01
2962,2012-10-11,77.85,78.0,76.55,77.5,25111,102801,2012-12-01
2963,2012-10-10,77.275,78.25,77.15,78.1,22490,104185,2012-12-01
2964,2012-10-09,77.025,77.475,76.375,76.8,20757,103253,2012-12-01
2965,2012-10-08,76.65,77.675,76.35,76.875,16846,103509,2012-12-01
2966,2012-10-05,76.5,76.8,75.75,76.55,18741,104993,2012-12-01
2967,2012-10-04,75.875,77.325,75.8,76.05,26095,103351,2012-12-01
2968,2012-10-03,77.15,77.75,75.8,75.875,33128,106069,2012-12-01
2969,2012-10-02,75.25,77.15,75.175,76.85,25967,105320,2012-12-01
2970,2012-10-01,73.8,75.425,73.775,75.125,22008,106730,2012-12-01
2971,2012-09-28,73.775,74.825,73.4,73.75,21375,106365,2012-12-01
2972,2012-09-27,74.5,74.825,73.5,73.6,18220,105577,2012-12-01
2973,2012-09-26,74.7,75.025,73.9,74.375,20689,105843,2012-12-01
2974,2012-09-25,75.525,75.875,74.6,74.65,16317,105254,2012-12-01
2975,2012-09-24,74.725,75.625,74.5,75.35,20062,105502,2012-12-01
2976,2012-09-21,74.625,75.1,74.3,74.975,17644,105502,2012-12-01
2977,2012-09-20,74.725,75.175,73.85,74.2,20339,105721,2012-12-01
2978,2012-09-19,73.675,74.825,73.25,74.725,18783,104399,2012-12-01
2979,2012-09-18,73.2,74.475,73.05,74.2,23815,104399,2012-12-01
2980,2012-09-17,73.6,73.85,72.75,73.35,17639,101735,2012-12-01
2981,2012-09-14,72.325,73.95,71.9,73.9,27229,99392,2012-12-01
2982,2012-09-13,73.025,74.175,72.9,73.55,24299,58700,2012-10-01
2983,2012-09-12,73.3,73.625,72.375,73.425,23559,65495,2012-10-01
2984,2012-09-11,72.525,73.225,71.925,72.725,29263,71822,2012-10-01
2985,2012-09-10,71.3,73.0,71.3,72.575,27278,75880,2012-10-01
2986,2012-09-07,71.675,71.775,70.375,71.35,27357,80741,2012-10-01
2987,2012-09-06,73.6,73.75,71.5,71.75,27281,84446,2012-10-01
2988,2012-09-05,73.875,75.225,73.125,73.625,25918,86355,2012-10-01
2989,2012-09-04,74.175,74.325,73.3,74.2,17891,86699,2012-10-01
2990,2012-08-31,74.225,74.35,72.8,74.175,23441,89098,2012-10-01
2991,2012-08-30,73.8,74.5,73.5,74.15,14020,86928,2012-10-01
2992,2012-08-29,73.2,74.225,72.5,73.7,16547,90422,2012-10-01
2993,2012-08-28,73.2,73.575,72.975,73.25,10025,91603,2012-10-01
2994,2012-08-27,72.65,73.475,72.525,73.25,11789,92481,2012-10-01
2995,2012-08-24,72.575,72.975,72.1,72.375,11683,93381,2012-10-01
2996,2012-08-23,73.15,73.95,72.075,72.575,20544,92724,2012-10-01
2997,2012-08-22,75.575,75.7,73.05,73.175,21151,92274,2012-10-01
2998,2012-08-21,76.15,76.175,75.525,75.8,9563,93955,2012-10-01
2999,2012-08-20,76.45,76.45,75.725,75.9,8076,93122,2012-10-01
3000,2012-08-17,75.525,76.95,75.35,76.2,10668,92750,2012-10-01
3001,2012-08-16,75.75,76.175,75.3,75.625,11613,93697,2012-10-01
3002,2012-08-15,77.55,77.725,75.5,75.6,16149,94968,2012-10-01
3003,2012-08-14,77.15,77.775,76.525,77.425,17245,96159,2012-10-01
3004,2012-08-13,75.825,77.6,75.8,77.05,16853,95986,2012-10-01
3005,2012-08-10,75.975,76.175,75.475,75.525,14512,96680,2012-10-01
3006,2012-08-09,75.825,76.8,75.525,75.95,22609,98347,2012-10-01
3007,2012-08-08,75.45,75.9,74.825,75.625,21488,96305,2012-10-01
3008,2012-08-07,75.675,76.175,74.9,74.925,17863,95546,2012-10-01
3009,2012-08-06,76.0,76.25,75.1,75.175,14724,95949,2012-10-01
3010,2012-08-03,78.5,78.625,75.8,75.85,22842,95925,2012-10-01
3011,2012-08-02,79.925,80.025,78.2,78.225,18979,96114,2012-10-01
3012,2012-08-01,80.4,80.6,79.35,79.725,21887,97428,2012-10-01
3013,2012-07-31,81.975,83.0,80.1,80.3,25994,97987,2012-10-01
3014,2012-07-30,81.475,82.5,81.3,81.975,18417,97036,2012-10-01
3015,2012-07-27,81.375,82.2,80.875,81.325,18896,95328,2012-10-01
3016,2012-07-26,80.625,81.775,80.3,81.425,16094,93331,2012-10-01
3017,2012-07-25,78.375,80.775,78.325,80.2,15846,90497,2012-10-01
3018,2012-07-24,78.925,79.225,77.575,78.025,16415,88490,2012-10-01
3019,2012-07-23,79.3,79.5,78.7,78.85,11508,90074,2012-10-01
3020,2012-07-20,79.875,80.425,79.55,79.8,17635,89452,2012-10-01
3021,2012-07-19,80.5,81.225,79.825,80.0,21540,85720,2012-10-01
3022,2012-07-18,90.225,92.95,88.65,92.625,23782,30835,2012-08-01
3023,2012-07-17,79.1,79.1,77.5,77.675,17599,80761,2012-10-01
3024,2012-07-16,90.575,90.8,89.675,90.425,19707,37129,2012-08-01
3025,2012-07-13,91.85,91.85,90.3,90.4,26667,39558,2012-08-01
3026,2012-07-12,91.525,92.975,91.4,92.275,26304,46007,2012-08-01
3027,2012-07-11,92.325,92.6,91.05,91.3,27205,50730,2012-08-01
3028,2012-07-10,93.375,93.7,92.0,92.075,29134,56064,2012-08-01
3029,2012-07-09,93.15,94.725,92.75,93.95,29891,62617,2012-08-01
3030,2012-07-06,93.225,94.3,93.075,93.3,16175,66447,2012-08-01
3031,2012-07-05,94.125,94.425,92.725,92.875,19164,67603,2012-08-01
3032,2012-07-03,94.5,95.05,94.275,94.875,13911,69903,2012-08-01
3033,2012-07-02,95.15,96.325,94.175,94.975,21016,69838,2012-08-01
3034,2012-06-29,93.725,95.0,93.25,94.775,27732,70323,2012-08-01
3035,2012-06-28,91.675,94.3,91.5,93.9,31413,69699,2012-08-01
3036,2012-06-27,88.95,92.0,88.15,91.7,27308,73985,2012-08-01
3037,2012-06-26,88.875,89.5,88.1,89.0,19744,77880,2012-08-01
3038,2012-06-25,91.375,92.45,88.55,89.15,20976,79248,2012-08-01
3039,2012-06-22,92.0,92.3,90.875,91.375,13968,77510,2012-08-01
3040,2012-06-21,92.15,92.8,91.8,92.125,12092,75922,2012-08-01
3041,2012-06-20,92.8,93.275,91.8,92.15,11889,74530,2012-08-01
3042,2012-06-19,95.425,95.85,94.9,95.1,15798,35374,2012-07-01
3043,2012-06-18,93.725,95.9,93.725,95.45,19885,39077,2012-07-01
3044,2012-06-15,94.525,94.725,92.85,93.025,18074,45120,2012-07-01
3045,2012-06-14,94.275,95.15,94.15,94.525,20334,48237,2012-07-01
3046,2012-06-13,92.725,94.4,92.225,93.95,23742,49095,2012-07-01
3047,2012-06-12,93.625,94.0,92.3,92.8,24155,50433,2012-07-01
3048,2012-06-11,92.95,93.725,92.825,93.675,21273,52471,2012-07-01
3049,2012-06-08,92.975,93.725,92.625,92.925,23046,56179,2012-07-01
3050,2012-06-07,92.4,93.6,92.25,93.325,23597,61556,2012-07-01
3051,2012-06-06,91.5,92.7,91.225,92.7,26495,64398,2012-07-01
3052,2012-06-05,90.9,91.925,90.5,91.575,17586,67960,2012-07-01
3053,2012-06-04,91.6,92.15,90.55,91.05,21112,68561,2012-07-01
3054,2012-06-01,91.0,92.1,90.375,91.575,22339,72076,2012-07-01
3055,2012-05-31,88.35,91.0,88.35,91.0,28881,75144,2012-07-01
3056,2012-05-30,87.525,88.525,86.8,88.0,19143,77949,2012-07-01
3057,2012-05-29,86.9,87.9,86.6,87.675,14379,79498,2012-07-01
3058,2012-05-25,86.075,86.9,86.025,86.575,15102,80942,2012-07-01
3059,2012-05-24,85.35,86.425,85.3,86.025,17789,80287,2012-07-01
3060,2012-05-23,85.7,86.225,84.25,85.55,27370,80353,2012-07-01
3061,2012-05-22,86.525,86.825,85.05,85.825,18789,41243,2012-06-01
3062,2012-05-21,88.55,88.55,87.0,87.05,14925,71821,2012-07-01
3063,2012-05-18,88.95,89.125,87.7,88.575,16508,69110,2012-07-01
3064,2012-05-17,86.375,87.85,86.25,87.425,23123,49350,2012-06-01
3065,2012-05-16,86.5,86.75,85.85,86.5,18979,55740,2012-06-01
3066,2012-05-15,85.85,86.925,85.55,86.4,25697,59900,2012-06-01
3067,2012-05-14,85.4,85.875,84.9,85.375,24201,67114,2012-06-01
3068,2012-05-11,84.85,85.9,84.175,85.3,25486,70869,2012-06-01
3069,2012-05-10,84.75,85.2,84.175,84.5,25368,76878,2012-06-01
3070,2012-05-09,84.275,85.5,83.7,84.85,27496,81447,2012-06-01
3071,2012-05-08,84.15,84.875,83.5,84.3,28434,86299,2012-06-01
3072,2012-05-07,83.75,84.55,82.925,84.4,26733,92772,2012-06-01
3073,2012-05-04,84.95,85.275,83.025,83.725,31678,99670,2012-06-01
3074,2012-05-03,84.45,85.925,84.3,84.925,23057,100738,2012-06-01
3075,2012-05-02,86.05,86.375,84.175,84.45,23052,102541,2012-06-01
3076,2012-05-01,86.325,86.55,85.625,85.85,23928,103328,2012-06-01
3077,2012-04-30,86.375,86.55,85.7,85.925,22154,105388,2012-06-01
3078,2012-04-27,87.3,87.425,86.525,86.6,15134,104856,2012-06-01
3079,2012-04-26,87.175,88.25,86.7,87.425,17358,105325,2012-06-01
3080,2012-04-25,87.325,87.9,87.0,87.575,16712,104840,2012-06-01
3081,2012-04-24,87.9,88.1,86.375,86.55,22455,105207,2012-06-01
3082,2012-04-23,87.45,88.35,86.625,87.8,20628,104668,2012-06-01
3083,2012-04-20,88.8,88.9,87.25,87.4,17180,104124,2012-06-01
3084,2012-04-19,87.625,88.85,87.625,88.775,20113,102056,2012-06-01
3085,2012-04-18,89.1,89.675,87.3,87.35,24005,102366,2012-06-01
3086,2012-04-17,89.075,89.9,88.15,89.775,25348,102016,2012-06-01
3087,2012-04-16,89.8,89.9,88.35,88.725,22174,99987,2012-06-01
3088,2012-04-13,93.05,93.075,90.225,90.225,21865,97322,2012-06-01
3089,2012-04-12,93.15,93.75,92.95,93.225,18263,95318,2012-06-01
3090,2012-04-11,92.875,93.65,92.15,92.65,18390,95248,2012-06-01
3091,2012-04-10,93.425,93.85,92.6,93.35,18492,94362,2012-06-01
3092,2012-04-09,93.375,94.7,93.275,93.6,19297,94582,2012-06-01
3093,2012-04-05,92.275,93.625,92.2,93.525,21461,96563,2012-06-01
3094,2012-04-04,91.325,92.65,91.25,92.0,19467,100251,2012-06-01
3095,2012-04-03,92.3,92.35,91.25,91.65,15770,99916,2012-06-01
3096,2012-04-02,90.7,92.3,90.7,92.175,24050,99995,2012-06-01
3097,2012-03-30,90.075,91.425,89.825,90.4,21641,102529,2012-06-01
3098,2012-03-29,92.125,92.125,89.85,90.075,23783,102776,2012-06-01
3099,2012-03-28,93.8,93.875,91.875,92.175,16286,100256,2012-06-01
3100,2012-03-27,92.925,94.1,92.65,93.725,23722,97677,2012-06-01
3101,2012-03-26,92.225,92.975,91.775,92.9,20306,100266,2012-06-01
3102,2012-03-23,92.825,92.9,91.525,92.225,16787,101676,2012-06-01
3103,2012-03-22,92.375,93.075,92.175,92.825,17407,100097,2012-06-01
3104,2012-03-21,92.4,93.2,92.05,92.2,19855,96175,2012-06-01
3105,2012-03-20,93.225,93.225,92.3,92.65,14761,92064,2012-06-01
3106,2012-03-19,93.5,93.825,93.15,93.4,14938,91468,2012-06-01
3107,2012-03-16,86.85,86.925,85.8,85.875,13244,41484,2012-04-01
3108,2012-03-15,94.675,95.3,94.0,94.125,14725,84976,2012-06-01
3109,2012-03-14,95.25,95.4,94.4,94.55,15936,83633,2012-06-01
3110,2012-03-13,87.45,87.925,86.875,87.675,24640,46209,2012-04-01
3111,2012-03-12,87.775,87.8,86.7,87.3,23392,53832,2012-04-01
3112,2012-03-09,87.35,87.975,87.025,87.825,25059,60142,2012-04-01
3113,2012-03-08,87.375,88.15,87.225,87.75,28488,66434,2012-04-01
3114,2012-03-07,87.075,87.575,86.625,87.35,33090,71631,2012-04-01
3115,2012-03-06,89.225,89.225,86.6,86.775,35307,78391,2012-04-01
3116,2012-03-05,90.4,90.425,89.175,89.425,19576,81502,2012-04-01
3117,2012-03-02,90.2,90.725,90.15,90.425,22573,85421,2012-04-01
3118,2012-03-01,88.85,90.475,88.25,90.2,22724,84421,2012-04-01
3119,2012-02-29,88.325,89.55,87.7,89.425,23985,87613,2012-04-01
3120,2012-02-28,98.075,98.4,97.4,97.725,6768,62449,2012-06-01
3121,2012-02-27,99.05,99.175,98.05,98.075,8350,61098,2012-06-01
3122,2012-02-24,89.8,90.35,89.65,89.725,14908,90172,2012-04-01
3123,2012-02-23,90.25,90.575,89.4,89.6,20340,90875,2012-04-01
3124,2012-02-22,89.825,90.975,89.7,90.325,16655,91377,2012-04-01
3125,2012-02-21,90.2,90.275,89.525,89.825,12378,91986,2012-04-01
